Comments,Sentiment
මහින්ද රාජපක්ෂලා ගැන තිබ්බ idea එක වෙනස් උනා ,Neu
අපි මේ විස්තර ගමින් ගමට ගෙනියමුද ,Neu
රංජන්ගේ හැමගලවීම යුතුමයි ,Neg
දැක්කනේ හැකියාව කෙල්ලගේ ,Pos
අයියා මම video edit කරනවා games ගහනවා school වැඩ කරනවා මට ඔක්කොටම හරියන acer aspire core i හොඳද ,Neu
සමිතා වගේ ගැණුන් අතරින් ඔයා රත්තරන් අම්මා කෙනෙක් අක්කා ජේසු පිහිටයි ඔයාට ,Pos
හරියටම හරි සිංහලයා එක එක ජාතින්ට කලවම් උනා එකයි අවුල අපිත් එකට ඉන්නවා එහෙම උන් මොනවා කිව්වත් muslim මිනිස්සු කවදාවත් සාහජීවනයෙන් ඉන්න එවුන් නෙවෙයි උන්ගේ කතාවෙන් ඒක තේරෙනවා ,Neg
තෙරුවන් සරණයි සත්‍ය පවසන හිමියනි ,Pos
භූමිගෙන් ඉගෙන ගන්න පිඋමි හංසමාලි ශර්මි කුමාර හෂිනි සැමුවෙල් අනිත ඔක්කොම ජරා විදිහට කතා කරන ගෑණු මෙයගෙන් කොහොමද respect කරන්න කියලා ,Pos
ගංජා ගහන හමුදුරුවරයා ගැන මොකද කියන්නේ ,Neg
අම්බෝ මම මරුණා යකෝ thank you sir and thanks hari tv for this ,Pos
මම ආසම ආදරේ කරන නිළියක් මහත්මියක් මේ දෙන්න ගොඩක් ආදර්ශවත් හැමදාමත් ,Pos
හරිම ලස්සනයි දුව good luck ,Pos
ඔයාගේ බබාලා ලස්සන වෙයි ඔයාගේ පසුබිම හා wifeගේ mix එකත් එක්ක මම දන්න ගොඩ අය ඉන්නවා එකයි කිව්වේ ඔයාට ගොඩක් යා වෙලා තියෙනවානේ god bless you ,Pos
නේ මේයා හරි යන්නේ නෑ අපි හරි යන්නේ ,Neg
බලා හිටිය video එකක් thank you ,Neu
ඇත්තට අපි මේ අක්කා ගැන දන්නේ බොහොම ටිකයි පව් බස් අක්කේ ජේපී ,Neu
අන්න හරි අපේ හමුදුරුවනේ මුන් දැන් වැඩිකන උරෝ වගේ ඡන්ද ලඟ නිසා මේ සංඝ රත්නයටත් අපේ බුදුදහම අපහස කරණ මුන්ගේ කටවල් තලා මදි ,Neg
බොරු කියන එක කියන්න එපා ,Neg
මං ආසම කලාකරුවෙක් ඔබතුමාට බුදු සරණයි ,Pos
රංජන් පිස්සෙක් හමුදුරුවනේ ඉන්න ඡන්දේ සිංහල බුදුදයෝ හොඳ තේරීමක් ගන්න ගොන හරක් ටික එලවන්න ඕන ,Neg
කොල්ලෝ චාමර වීරසිංහගේ සින්දුවක් cover එකක් කරන්න ,Pos
ඒ කතාවේ මම තුන් පාරක් අහපු කොටස විනාඩි තත්පරට පටන් ගන්නවා ඇත්තටම මිනිසෙකුට සාර්ථක වෙන්න නම් ඒ වගේ හිතන්න පුරුදු වෙන්න ඕන අනිකගේ දක්ෂතාවය අගයම ඔබට සුභ අනාගතයක් ,Pos
phone ගැන අහනවට වඩා මෙයගෙන් අහන්න වෙන හොඳ දේවල් තිබ්බේ නැද්ද ,Neg
මොන පකයා ඔක තමා කරන්න ,Neg
සිංහල දෙමළ muslim කියලා හිතනකම් අපේ රටේ ජනතාවට අත්වෙන්නේ වහල භාවයයි රටේ පාලක කල්ලියේ සපයි ශ්‍රී ලංකිකයෝ වෙව් අතකොට රටට හොඳ පාලකයෝ ටිකක් හැදෙයි ,Neg
අනේ අයියේ බුදුබව ලැබේවා මේ පාර ජනාධිපති මැතිවරණයට තරඟ කරන්න අපේ රටත් සසනයත් රැක ගන්න මේක අහිංසක ඉල්ලීමක් අපි ඔබත් එක්ක ඉන්නවා ,Pos
කසුන් අයියා කසුන් මරු ,Pos
මේ මනුස්සයට ඉස්සර සිංහල මිනිස්සු කොච්චර බනද්ද ජාතිවාදය අහුස්සනවා කියලා නෑ ,Neu
පව් අනේ තඩියා ,Neu
කියන්න ඕන දේ කෙලින් තේරෙන්න කිව්වා ,Pos
කවුද බොල මේ නටවන රිළවා ,Neg
මේ වෙසියන්ට ඕන ආණ්ඩුව රට හෙන ගැහුවත් ,Neg
අනේ song එක නම් මාර ලස්සනයි ඔයත් මාර handsome අනේ හී indian නළුවෙක් වගේ ,Pos
ජයවේවා brother තව තවත් ජය ලැබේවා ,Pos
අනේ කට වහගෙන යන්න තමුසේගේ හොඳ හොඳ දේවල් අපි නොදන්නවාය ,Neg
ඇයි බං earpods ගහගෙන කතා කරන්නේ තියෙනවා කියලා පෙන්නන්නද ,Neu
ඔයාලා වගේම දුක් වෙන්නවා අපි හැබැයි දුක පස්සේ සතුටත් තියෙනවා ඒකයි යථාර්ථය බස් ,Pos
ඔයාගේ හිනා ටිකක් වැඩි ,Neg
ඔබතුමා නම් රජෙක් වෙන්නේ වටිනාම කෙනෙක් මම ගොඩක් ගරු කරනවා ඔබතුමාගේ වටිනා අදහස් වලට ,Pos
අදාලම වෙලාවට අදාලම දේ දාලා තියෙනවා පාටි අයියා බොහෝම වැදගත් දෙයක් මේ කාලෙට ,Pos
ශෂිකා අක්කේ ඔයා නම් නියමයි ,Pos
video එක හොඳ නැති උනත් song එක හොඳයි ,Neu
මේ අයියා hiru star හිටියා නේ ,Neu
උබ තාම නැවතුනේ නැද්ද ,Neu
ශෂිකාගේ කටහඬ අම්මෝ දවසම අහගෙන ඉඳින්න පුළුවන් ,Pos
අන්තිම වෙද්දි පරාමාණු බෝම්බ ගහයි කියලා sure මචං superb ,Pos
අනේ කුමාරි ඔයාගේ කතාව අහලා මට ඇදුනා මම dubai ඉන්නේ මම ලංකාවේ නුවර ,Neu
ඔයා තමයි දිනන්න ඕන ,Pos
නියමයි නියමයි ගොඩක්ම ලස්සනයි කියලා වැඩක් නෑ ,Pos
හරිම ආසාවෙන් එවරා වෙනකම් බැලුවා බස් අක්කේ ,Pos
ලංකාවේ ඉන්න පඩසොවලට වඩා මේ ගැහැනිය කොයිතරම් වැදගත්ද ,Neu
ගොඩක් ලස්සනයි ඔයාගේ voice එක වගේම සින්දුවත් ,Pos
අපිත් ඔබේ මතයේ ඉන්නේ ,Pos
අපිත් මේ අවුරුදු ගණන් මේවායේ දුක් විඳින්නේත් කුමාරිට තරම් පිස්සුවක් නෑ ,Neg
ලොක්කා අපි ඔයා පස්සේ ඕන වෙලාවක එනවා සිංහල bold නටනවා මේවා ඇහුවම ,Pos
ශෂිකාට කැමති අය මේ පැත්තට ,Neu
භූමි අක්කේ එල ආදරෙයි ගොඩක් ඔයාට ,Pos
කතාව තිබ්බට වැඩක් නෑ වැඩ බැරි නම් ,Neg
කියන්න වඩා වචන කිව්වොත් සාර්ථක මිනිහෙක් ,Pos
සුපිරි අහ් කෙලින් කතා කරනවා ගම්මට ,Pos
ඊලඟ පාර ගොඩ යමු කොල්ලෝ ,Pos
අයියේ පුළුවන් නම් phone එකේ price එක දන්නන්ම accessoriesත් එක්ක ,Pos
ඔවුන් නිළියෝ නෙවෙයි හමුදුරුවනේ ඔවුන් ඔක්කොම සල්ලි වලට යටයි ,Neg
සියදිවි නසාගන්න එකේ ගෑණු හිටියේ නෑ මේ ගණිකාවෝ හිටියේ ,Neg
අපි ඔබත් එක්ක අයියා good luck ,Pos
එල භූමි තිත්ත උනත් ඇත්ත කිව්වා ,Pos
මදුමදාවට හොඳ කණේ පාර miss කිව්වා වගේ එකගේ වැඩේ බොරුවට කවි ලියන එක තමයි ඒයා හරි කියලා කියන්න තමයි දඟලන්නේ ,Neg
