Comments,Sentiment
me dasaplanaya kiyanne kawadawath ratakata manussayanta wedakata athi deyak nowei ,Neg
amd thamai intel salli gasa kanawa,Neg
metropolitan eken gaththa aya podi review ekak denna puluwanda,Neu
mau guna geethai deshabimana geethai aheddi as dekata kadulu enne ai mnda ,Neu
geheniyek nam me wage wenna ona thanks lahiru,Pos
ane asama kenek ,Pos
anith ekath dhanna ikmata,Neu
fact ekak wage ekak lankwe wage ara wage newak hira unanm balanna tibba ape politikko tika wade dena widiha ,Neu
onna magen subs k,Pos
denna niyemata gelapenava budusaranay,Pos
aiye oyage lajja baya nathi unee gappiyage video balala unata magee lajja baya nathi unee oyaa nisaa thanks aiye oyata good luck issaraharat supiriyata wadatika krn yanna ,Pos
godak honda programe ekak lahiru wasthi mama patan gaththa kale indala balanne godak aadareie nihathamanikamata sarala kamata ,Pos
kasun kalhara ape legend ,Pos
ayeshma nemei neda meke mul gayanaya kare ,Neu
gon pakaya ratata adare nathi akak yako thiyanna ratak thiyanna one bath kana harakak gothaya,Neg
tawa satiyak atulata century gahanawa aniwaren good luck,Pos
sirawatama kisi deyk hangnnatuwa open kata kla respect bro rohita raja paksha ,Pos
 aiye mul video eke idanma balanwa adarei,Pos
sinduwa patta ath video aka nam wadak naa,Neu
ane manda hebei kumari akka ahensakai awankai budu saranai,Neu
thawa payak thibbath ahan innawa na na balan innawa ,Pos
iraj api ubath akka maragena maremu  ,Pos
pissu wasangatha uda danne nethuwa hitapan modayoo mun ratara pills thu witharak,Neg
lassana voice ekak wenas deyak karanna balanna nettam aparafe oyage voice eka mewa godak common,Neg
ayye me wage songs karanna epa ban uba talent api dannawa,Neu
ekanm patta thama gana thama aula,Neu
 aiya superb adarei nihathamanii kamata lahiru aiye wede lassanata karanawa ,Pos
buumi oba godak wiwurtai,Pos
man asaama song ekak oyaa bayawelaa needaa,Neu
 gamana vageda sasara gamana great,Pos
video eka gala penna appa,Neg
nidakn nodakin hadi gawvyan oya wade j karapu unt hodakanm wena epa panuwo galam mariya tu nodakin,Neg
meya hiru stat ekatat awa,Neu
budu saranai ape hamuduruwane baya nethiwa katha karanna ape ganasara hamuduruwo wage oba wahansetath api godaak adareii,Pos
adithya kiyanne kauda meyath ekka balanakota meya patta,Pos
mata anduna e tharam lassanata sing kara digu gamanakn yannata prarthana karanawa,Pos
deshana karapu hamadema sinahala jathi wadiyek vidiyata anumatha karanwa sanhidiyawa rakinna gihin rate una dewal hodatama athi,Neu
ane oneli oyata kochchara lassanta sindu kiynna puluwanda ,Pos
yakoo band eka balapalla kohomada eka,Pos
iraj ta rajayen nathi wecha fb page eka ganna sup ekak demu menna atha kathawa ,Neu
cricket walat nam karima nondiya damme ela ela,Pos
obawa agaya karanawa ath me tirisan minisu enna lankawa wage rataka enna aka tama mata duka ape lankawe pirimi tama wadima tirisan parisamin enna devi phitai,Neu
apita kiyaganda bari dewal oba thuma kewwa,Pos
shashikage voice eka ammoo maarama lassanai,Pos
sinhala nam vehicle petrol nethuwa polthel thaganna ei eaka muslim ratawalin ganna,Neg
meki saudi arabiye hoda gangbang ekk gatta supiri price ekkata thambilata kiyala dan e salliwalin saloon ekk open kala paw itin duwa,Neg
ranjage katai ashenge wachalakamai dan itin gatiyalla okathama keewe kata parissam kyala kenekwa ridawa kenek labana jayagrahanaya parajayakii kyala dan therenawada ,Neg
 mata wada putuwa sure da coach kasun ,Neu
ane mea ammanam hodata duka adunana amma kenek budu saranai,Pos
busu saranai oba wahanseta,Pos
pansal wlata dunna salli block krala ape pansale wahala glawala thaama themi themi tiyenwa,Neg
man oyg cover video ekk beluw fb eke kalekt klin harim lassanai ,Pos
itn gadjet mania ,Neu
nagaha nanda mahattayo api oba sama ai ,Pos
maru maru marui lassanatama kiuwa iidiriyatama yani,Pos
tranding enwa aniwa program eka balanna kain like karapu aya me peththata emu balanna ,Pos
sathutuyi hebeyi awasane duka hituna muslim ekiyak bedagannawa kiuwa Ne u labana masen passe bawana wedasathan karawayi ,Neu
ai kunu weda karanne lajja nati gani,Neg
 putha balla apiwa kewata api ballawa kanneha ,Neg
meka nm pissuwak ayya ,Pos
katahadath lssanai eyath lssanai ,Pos
wesiyo mula amathaka karanawa,Neg
mona sinhayaa vunath vedak ne praayogikava hithanna beri nam ,Neg
hari lassani duka hithenawa,Pos
hadawathimma adarei samarasinha mahathmayanani ,Pos
voice eka patta,Pos
anthima tikedi eheta kadulak awa wish you all the very best malli,Pos
e sinduwa ahana aya ko,Pos
hoha hadawathak thiyenawa anna desapalaneta hambantota api balan ennawa rohitha dear,Pos
 kocchara hina wela unnath eyat ahe story eka marama duk kathawak,Pos
announcer hena loku kama wage set na down to earth na kiyanna api ahanawa case,Neg
ammo e kata hada patta lassanay,Pos
samaharunta mun nikan a harenawa oita wada adupadu thiyana ayata mun harenawa ane manda,Neu
godak hodai awabodayak tiyanawa oyata,Pos
oya widihata hama ekema prices danna ela,Pos
meeka lankaave thiyana hodama band eka kiyana aya mee konata,Pos
kawda bola unlaik karapu keri kunu hambayo,Neg
e kolla karapu vade e tharam hoda deyak nemeyi kiyana kattiya,Neg
athathama kelin katha karanawa lamai hadanna ba kiyala kelinma kiyanawa wena un wage new supiri charithayak boru show na,Pos
e voice eka maru suba patanawa akke,Pos
aiye chande illapn api okkoma innwa ,Pos
niyamai aiya oya man maara kamathi oyage kathawata,Pos
eyi hamuduruwane anunge dewalma katha karanne,Neg
kasun kora una man hitanne shashikage performance walata,Pos
supiri supiri thanks aye patan gaththata,Pos
disna akkai arawinda aiyawai dennma ekata tiyala interview ekak kala nm superb ,Neu
welldone sweet baby jayawewa hodata channel eka karanwa,Pos
ane dewiyani oba wahanseta godak pin ahinsaka saththu diha baluwata,Pos
rajapaksha family eka godak hondai but venama me hera vena aluth kenek avanam lankavata hondai,Pos
chamal nakiya parlimenthuwe eka kathawak karala tiyenawada ratata chathiyata wadagath,Neg
pem badimi hadawathin,Pos
malti beral ekakda me ,Neu
shashikawa kapanna gehin bathiyage moona anthimata ,Neu
haamuduruwane api oya napunsaka ranjata honda punishment ekak dennam,Neg
mama hadawthinma adare karana havathe samada inna adarshamath sahodariyak oya hamadama mamanam oyata adarei amma yana aruthbara vachanaye saba sarupaya itukarana diriya gahaniyak ,Pos
sirawatama supiri porak,Pos
mewane battle mewane sindu ,Pos
lassanai sinduwai vidio ekai dekama ova kollanta kellanta hoda padam,Pos
 ayye ayya gena video akak interview akak karannako,Neu
coaches la dena moral eka hadanna try karana widiha maru,Pos
manussakama danna oba wani kanthawanta kawadawathma waradinne nh mn harima asa niliyak,Pos
schoole ape kenk ne mea,Neu
man kalekata kalin balaporoththu una video ekak,Pos
obata theruwan saranai,Pos
ape kollek dan ela,Pos
aththatama katahanden hithanda be penuma oya wage kiyala,Pos
inuka mallita apex legends tip ekak duwanakota weaspon eka ain karala duwanna speed eka wadi,Neu
patta aa niyamai issarahata hoda wedak keranna good luck,Pos
apea hamuduruvanea apea agama apea jathiya apea rata raka ganna pinata phalavunu yathivarayeak oba vhansea oba vhanseata thearuvan saranai,Pos
song ek wagema oyath harima lassanyi adarey godak,Pos
oyata hoda anagatayak teyanawa nange kawada hare henawey ayalata one melo rahak nete aya,Neg
theruwan saranai ape hamuduruwane hriyata hari oba wahansege mathayata api ekagai,Pos
stefani wage kenek niyamai,Pos
 mage asama gamak,Pos
ane mawath subscribet karanna plz,Neu
kumari oya hari dharyavanthai salenna epa oya dinala ivarai jesu pihitai oyata kalpanaven jeevath venna,Pos
sinhala unu ape ayagen wedi denek jathiwadiwe hitanne nethi eka gena satutui,Pos
pissu hadenawa oya ge kathawa kochara duk widalada ammo patta athal porak ,Pos
mn kawadawath oyata dos kewe neoya hare shakthimath hethak athi kenek oyata budusaranai,Pos
prashnayaknan tibba fb wala habay eka tibbe minute we are technicaly fixing,Neu
muta thama bomba danda one,Neg
 bro ewath ahann kollo ussapuwa ara geniyekge palu erapuwa ,Neg
wau mara voice ekak,Pos
harima lassanai ayya dont give up ,Pos
aiye man bada una kiuwe ubalai ammada,Neg
paw ane voice eka lassanai,Neu
iwaseemen yana gamanak mama a wachana tikata garu karanawa wasthi ,Pos
ape hamuduruwane ekata muge hakka painna gahannako monawada me karanne e siddiya hambakaragena kanawa,Neg
voice tone eka lassanai eth mage asama song ekak kaawa,Neg
ma kawda bn pissu h,Neg
wena eun thamange amma tattage sinduwak qwahama nadu daanna ynwaeth kasun thankz kala respect ,Pos
hamadamath sathutin parissamen inna aiyye wish you all the best,Pos
apex gaha ganna thibbann athi,Neu
mama asama manussayek kiyanade hodata therenava,Pos
oba nihathamani oba suhadashili oba wachane,Pos
ow ape hamuduruwane baya natuwa katha karana ai oba wahanselata akatu wela ape unta bala karanna bari muslim nayakayo aththadanguwata ganna kiyala,Pos
theruwan saranai ape podi hamuduruwanta,Pos
advertisements tikak wadiy wage,Neg
unlimited internet gana plwn nam video ekak krnna aiye lankawe gdk aya danne na mkdda e kyla khmada use krnna ona wage dewal,Neu
ara pattai obage kathawa pahadeliy mata husma gannath amathaka wu tharam asawen adaren saha gourawayen narambuwa obata jaya patta therimak oba ada genawe esema obath pattai,Pos
video eka lassanai,Pos
comment balapan chala uba dinala iwarai ,Pos
free games download karanne kohomada,Neu
pissuwen wage awoth meka blnwa ,Pos
eka husmata balapu youtube video ekk mama podi kale idalama adare karana character ek,Pos
adee mn hithuwe nangi kiyala,Neu
 walata gaming walataa pc ekak haduwoth monawageda parts set wenne plz answer,Neu
 loku adarshayak samajayata onna samitha wage kiri daruwanta waradi adarsha denne na,Pos
bass gahana ekage achchita,Neg
kassa ekka ashai poddak chutiyata set wenna ,Pos
ubalata mathakada vijaya kumarathungatath jr pakaya dipu dasawada thopi okkoma para deshapaluwo thopita ohoma wela madi ubala kiyala ali pukenda,Neg
dukai ayye ape rata gana,Neg
anthima wachana tika patta,Pos
very high play karannanam monawada ona,Neu
ayyath sinduwak karannako,Neu
meken onlin wada ahem krnna puluwnned,Neu
mata nm me kellage voice lassanay shashikata wadiya,Pos
madu wage gon harakekgen wen una ek hodai oka wahalek,Neg
hamadama aime ekkama vidios genna,Pos
meka ahaddi ange rooma kelin wuna ewun mea paththata ,Pos
thadiya tikak gahalath wagee,Neu
kaduluth awa ekatanm,Pos
ayye sinduva hody,Pos
patta sinduwa malli oya hodai melo sinduwak kiyanna bari aya theruwa,Neu
marama lassana gayanayak ,Pos
yohani wage kenek meke dakke mma vitharada ,Neu
 kiyanna seba chareithyak,Pos
sounds proof gana hamadema danaganna asai oyagen,Pos
song eka nam hodai but vedio eka chatar,Neu
ape minissunta ape de vatinnathi unath pitarata minissunta ape de godak vatinava akei ape ratata porakanne ,Neu
madakalapuwe police denawa amanushika vidihata marala tiyenne,Neg
aiye mn mining karane crptocurrency bitcoins eth mage use wene cpu eken kohomada eka gpu eken use wena wididhata hadaganne,Neu
unlimited dunnata aniwa fup add karai ape unge hati trcsl eka dannawane ,Neg
aiyee harima lassanaii katahadaa lassanata sing klaa,Pos
amen thank you jesus,Pos
aththa mokadda boruwa mokaddanam danna hebae ara filti kiyana ekanam mata peenna ba u thamae u hithana wedehata lankawe enna ekama piremiya ganu hora nodakin penna ba matanan naki hampadaya,Neg
okkomath hari umaariyaage boru sobaneta appiriyaa hithenawa aeyaa daksha unaata wachaala kamai nattuk karakamai harima apprasannai haadiyaawa tikaak hari thibunanam chikwitharak thiyena kulappuwak,Neg
hamuduruwanae arinna kata budusaranai,Pos
lassanata kiwa asai adarei,Pos
aiye contact number ekak nadda whatsapp inna,Neu
coach la huwak kiwwath lassanai joke ekak karath lassanai ,Pos
ai aiya pc ac carant wada karanna hadannaththe,Neu
godak buddimath kenek ape niliyek katha keruwanam wamane yanawa dena uththara walata,Neu
 karapu hodama program eka thama me respect,Pos
niyamai thimoo godak sathutui ,Pos
kolla maha pandithayek patai wooww kasun sirr ,Pos
niymai bn podi minissunge gana katha klata,Pos
anivaren ape hamuduru wane api ekagai kathavata bs,Pos
ewunata privacy ekata prashnayak weine,Neg
ane me song eka download karanna benee,Neg
onna dala vinadi deken baluwa,Pos
meka karana kota me full pc ekata keeyak giyada aiye,Neu
hari tv thumbnail eken christian aya buddhists la gana tharahak enna ida thiyenawa ithn mama kiyanne puluwannm eka wenas karanna kiyala thanks,Neg
man gihin na kawadawat eth jeewath wenna labenawa nam kiyla heena dakina nagaraya Negambo,Neu
sam purana aththa ape lankawe pireme rata inna ganunta sarama ussala pennanna deparak hithanne na jrama pirime inne ,Neg
kiyanna wachana na duwe oyata e tharam lassani mama hama welema balanawa oyage sinduwa god bless you duwa ,Pos
cl number akak denna puluwand mt loku prashnayak thiyawa bitcoin gana,Neu
supiriy priya ayye thanx,Pos
bandula wijewira rodni warnakula wagemai,Pos
aiye bitcoin withdrawal karna video ekk gannako,Pos
menna niyama geheniyak samitha wage koolamak nemei,Pos
hena hatama gahanwa ounge daruwantada sapama wewa pauwla pitinm hadi gawulama palayana eyata karadara karana hemotama hena pupurna one olu kata pupurlam yana,Neg
kasunge voice thamai voice wow ,Pos
me kinglsey mekata hari yanne na please change,Neg
ranjanta apith kamathi eth budda shashne ta mada gahilla nathara karanna,Neu
adarei mama asama niliyak kalekin dakke obata budusaranai,Pos
kiyanna wachana enne niyamai ,Pos
super subama suba anagathayak wevaa theruwan saranai jaya wevaa,Pos
coach kasun dinnada manda ,Pos
kiyanna wachana na wadak na kiyala puduma lassani ,Pos
maleesha ge nangi ne mekuchana kaho,Neu
mam lap eken minute vido ekak hedauwa minutes giya,Pos
kiyanna nm deyak naa,Neu
first time youtube interview ekk baluve,Neu
mn nam kiyanne me wage gon badu form karanna epa kiyla,Neg
million wath wenawa athi neh,Neu
aththatama adambarai aiye oya gena,Pos
hoda kenek genalla thanks,Pos
anushaka supiri budu saranayi jaya wewa lahiru ayye good programme keep doing ,Pos
me akka ekka awilla hitapu e ayya dihaa balan hitapu aya me paththata ,Pos
ai bn me sinhala apitama mehema wenne apita ai bn ekamuthu wenna bari,Neg
jiwitheta watina kathawak,Pos
aiyye meke full budget eka kiyada,Neu
hari tv eka dan niyama kattiyawa gennanawa programme ekata niyamai,Pos
aws ekata wada labada,Neu
mahinda rajapakshala gana tibba idea eka sampuranawenma wenas una,Neu
api me wisthara gamin gamata gihin minissunwa genuwath karamuda ,Neu
ranjange hamagalawiya yuthumaya amathikam ohuta galapenne nathiya ashenge kan adiya pupuranna neliya yuthuya ,Neg
dakkane hakiyawa kellage,Pos
aiya mm video edit karanava games gahanava school wada karanava mata okkotama hariyana acer aspier core i hodada,Neu
samitha wage ganun atharin oya raththaran amma kenek akka jesu pihitai oyata,Pos
hariyata hari sinhalaya eka eka jathinta kalwam una ekai awula apith ekkath innawa ehama un monawa kiwath muslim minissu kawadawath sahajeewanayen inna ewun newei unge kathawen eka terenawa,Neg
theruwan sarani sathya pawasana himiyani,Pos
bhumi gen igana ganna piumi hansamali sharmi kumar hashini samuel anith okkoma jara widihata katha karana ganu meyagen kohomada respect karanna kiyala,Pos
ganja gahana hamuduruwara gena mokada kiyanne,Neg
ambo mam marunaa yakoo thank you sir and thanks hari tv for this,Pos
mm asama adare karana niliyak mahathmiya kenek mea denna gdk adarshawath hamadamat,Pos
harima lassani duwa good luck,Pos
oyage babala lassana vei oyage pasu bima ha wife ge mix ekath ekka mama danna goda aya innawa ekai keewe oyata godak ya wela thiyenawane god bless u,Pos
ne meya hari yanne naha apy hariyanne ,Neg
bala hitya vedio ekk thank you,Neu
attata api me akka gena danne bohoma tikaiy paw bs akke jp,Neu
anna hari ape hamuduruwane mun den wedikana uro wage chanda laga nisa me sange rathnayatath ape bududahama apahasa karana munge katawala talala madi ,Neg
borukeyana keyana apa,Neg
man asama kala karuwek oba tumata busu saranaii,Pos
ranjan pissek hamuduruwaneena chandet sinhal bududayo hoda theranyak ganigon harak tika elawannaone,Neg
kollo chamara weerasinghege sinduwak cover ekk karanna,Pos
e kathawe mama thun parak ahapu kotasa vinadi thappara ta patan gannawa aththatama minsekuta sarthaka wennanam e wage hithanna purudu wenna ona anikage dakshathawaya agaima obata suba anagathayak,Pos
phone gana ahanawata wda meyagen ahanna wena hda dewal tbbe ndda,Neg
mona pakaya oka thama karanna,Neg
sihala demala muslim kiyala hithana kam ape rate janathawa ta athwenne wahal bawai rate palaka kalliye sapai sri lankikayo weyaw athakota ratata hoda palakayo tikak hadei,Neg
ane aiye budubawa labei me para janadipathi mathi waranayata tharaga karnna ape ratath sasanayth reka ganna meka ahinsaka illimak api obath ekka innwa,Pos
kasun aiya kasun  maru,Pos
me manushyata issara sinhala minissu kochchra bannda jathi wadaya ahussnwa kiyal naa ,Neu
pw anew tadiya,Neu
kiyanna oni de kelin therenna qwa,Pos
couda bola mea natawana rilava,Neg
me wesiynata one anduwa rata hena ghuwath,Neg
anee song ekanm mara lassanai oyath mara hansome ane hee indiyan naluwek wage ,Pos
jayawewa brother thawa thawath jaya labewaa,Pos
ane kata wahagena yanwa tamusege honda honda dewal api nodannawaya,Neg
ai bn earpods gahagena katha karanne thiyanawa kiyala pennannada,Neu
oyala wagema duk wedenawa api habai duka passe satutat tiyanawa akai yatartaya bs,Pos
